Invoice_ID,Entity,Type,Business_Unit,Amount_FCY,Currency,FX_Rate,Amount_USD,Functional_Currency,Transaction_Date,Due_Date,GL_Code
C7453494,AU Pty,AR,HR,22927.54,JPY,0.0067,153.61,USD,2024-06-16,2024-10-14,4420
E00CB456,AU Pty,AR,IT,18452.78,AUD,0.7228,13337.67,USD,2024-01-06,2024-03-15,4999
51325073,FR SAS,AP,R&D,10008.89,CAD,0.8168,8175.26,USD,2024-09-05,2024-10-14,4156
5F6289E1,US Inc,Intercompany,Manufacturing,15514.55,CAD,0.7212,11189.09,USD,2024-10-02,2025-01-05,4631
61A4E309,FR SAS,AP,R&D,40683.54,CNY,0.1475,6000.82,USD,2024-03-02,2024-04-23,4722
D3F75B7B,CA Corp,AP,Logistics,18425.04,USD,1.0,18425.04,USD,2024-11-27,2025-01-12,4618
B7985CE0,UK PLC,Intercompany,Logistics,40809.98,EUR,1.0946,44670.6,USD,2025-05-31,2025-08-26,4961
D4FF57B4,UK PLC,AR,HR,43729.47,JPY,0.007,306.11,USD,2025-02-03,2025-02-20,4159
C0DACACA,JP Ltd,AP,Finance,280177.27,CNY,0.1454,40737.78,USD,2024-01-17,2024-03-07,4817
D1A5B9D9,FR SAS,AP,IT,8897.86,USD,1.0,8897.86,USD,2024-08-13,2024-11-29,4439
80F242D7,FR SAS,AR,Logistics,6404.13,EUR,1.0884,6970.26,USD,2024-10-16,2024-12-25,4100
38585963,DE GmbH,AR,Finance,132550.91,GBP,1.3167,174529.78,USD,2024-05-13,2024-07-21,4937
DD1BF2F0,DE GmbH,AP,HR,7691.33,CHF,1.0881,8368.94,USD,2025-05-02,2025-06-20,4085
8BFE1986,DE GmbH,Intercompany,Manufacturing,77357.38,CAD,0.7235,55968.06,USD,2024-06-08,2024-09-09,4101
C901E37E,AU Pty,Intercompany,HR,2676.57,AUD,0.7205,1928.47,USD,2025-04-27,2025-06-10,4206
9167733D,FR SAS,Intercompany,Manufacturing,30374.52,EUR,1.1456,34797.05,USD,2025-03-06,2025-06-18,4249
9A5BBDBB,UK PLC,AR,Manufacturing,21540.01,GBP,1.2842,27661.68,USD,2024-11-09,2025-02-25,4115
0D7076F9,JP Ltd,AP,Sales,5984.82,JPY,0.0073,43.69,USD,2024-02-18,2024-04-07,4495
4DBE0AF2,CA Corp,AP,Sales,12341.61,GBP,1.3346,16471.11,USD,2024-05-14,2024-06-14,4365
A81B6299,CA Corp,Intercompany,Manufacturing,38717.69,EUR,1.0782,41745.41,USD,2024-10-21,2024-11-11,4243
C8963AFB,FR SAS,Intercompany,Sales,101534.14,USD,1.0,101534.14,USD,2025-01-15,2025-03-22,4540
EB22D088,US Inc,AP,IT,23255.93,GBP,1.3255,30825.74,USD,2025-01-16,2025-05-11,4072
9C05A740,JP Ltd,AP,Finance,14847.14,CHF,1.1344,16842.6,USD,2024-10-17,2025-02-07,4394
F060EBDD,FR SAS,AR,Manufacturing,17139.42,CAD,0.7418,12714.02,USD,2024-03-24,2024-04-15,4964
11A0882D,JP Ltd,AP,IT,47281.79,EUR,1.1395,53877.6,USD,2025-02-06,2025-03-13,4146
C42129EA,UK PLC,AP,Sales,14663.27,USD,1.0,14663.27,USD,2025-02-07,2025-04-26,4035
81F4E34E,JP Ltd,AR,IT,18223.56,CHF,1.1235,20474.17,USD,2024-09-18,2024-10-16,4617
FDCBC6CB,DE GmbH,AR,Finance,18547.01,CAD,0.8164,15141.78,USD,2025-05-20,2025-07-20,4055
8FCF35A4,CA Corp,Intercompany,Finance,3164.21,CNY,0.1536,486.02,USD,2025-01-29,2025-04-30,4736
DB03A360,CA Corp,AP,R&D,5705.25,CAD,0.7202,4108.92,USD,2024-02-27,2024-03-29,4606
65873FDE,JP Ltd,AR,IT,63003.9,CHF,1.0718,67527.58,USD,2024-08-16,2024-11-06,4255
8730D408,US Inc,AR,HR,6447.09,GBP,1.2734,8209.72,USD,2024-03-16,2024-07-02,4875
C570654F,UK PLC,AR,Logistics,37574.88,AUD,0.7447,27982.01,USD,2025-05-25,2025-09-01,4175
8C7055BA,US Inc,AR,R&D,21142.28,JPY,0.0075,158.57,USD,2024-12-28,2025-03-01,4294
536C8E7A,JP Ltd,AP,HR,43213.56,AUD,0.7345,31740.36,USD,2024-02-23,2024-04-29,4109
14BA2358,DE GmbH,AP,R&D,57577.82,CAD,0.7985,45975.89,USD,2024-10-08,2024-12-22,4700
61BC4660,CA Corp,AR,Manufacturing,7100.16,USD,1.0,7100.16,USD,2025-06-06,2025-09-27,4765
AD354AD4,FR SAS,AP,Manufacturing,37627.14,CHF,1.0992,41359.75,USD,2024-07-01,2024-09-21,4657
A51678BC,US Inc,AR,Manufacturing,51714.85,USD,1.0,51714.85,USD,2025-04-06,2025-06-15,4064
48BEAB09,AU Pty,AR,R&D,4909.89,CNY,0.1388,681.49,USD,2024-07-01,2024-07-22,4218
C8C8B888,UK PLC,AR,Finance,18665.43,USD,1.0,18665.43,USD,2024-05-01,2024-07-31,4612
A03024CA,CA Corp,Intercompany,IT,36500.23,CNY,0.1366,4985.93,USD,2024-03-27,2024-05-05,4175
7704ABDE,JP Ltd,Intercompany,Sales,6912.53,JPY,0.0071,49.08,USD,2024-01-28,2024-02-17,4885
E474ACD2,US Inc,AP,HR,46360.2,CAD,0.7899,36619.92,USD,2024-12-21,2025-03-10,4273
CDB4723C,CA Corp,AR,HR,7550.86,EUR,1.1493,8678.2,USD,2024-06-10,2024-08-21,4698
171428BC,FR SAS,AR,HR,15840.93,CHF,1.125,17821.05,USD,2024-02-23,2024-04-20,4000
39C0BD76,AU Pty,Intercompany,Sales,28277.43,AUD,0.6679,18886.5,USD,2025-05-30,2025-09-07,4464
91E509B6,US Inc,AR,Manufacturing,11997.42,GBP,1.3487,16180.92,USD,2024-02-13,2024-04-03,4397
20A24531,JP Ltd,Intercompany,Manufacturing,24233.8,CHF,1.1072,26831.66,USD,2024-08-31,2024-12-15,4597
F4830444,FR SAS,AP,HR,15198.95,CNY,0.1435,2181.05,USD,2024-07-04,2024-09-17,4636
BF29ECFA,JP Ltd,AR,Sales,103353.94,JPY,0.0069,713.14,USD,2024-04-25,2024-08-06,4811
78AFAEB2,JP Ltd,Intercompany,Sales,59491.0,EUR,1.1223,66766.75,USD,2024-08-27,2024-11-25,4132
F951E666,JP Ltd,Intercompany,HR,31162.76,CNY,0.1537,4789.72,USD,2024-07-28,2024-08-14,4595
27B40FE8,AU Pty,Intercompany,IT,108226.43,CHF,1.0881,117761.18,USD,2024-11-26,2025-03-16,4555
80C877DB,FR SAS,Intercompany,Manufacturing,5011.49,CHF,1.1482,5754.19,USD,2025-01-25,2025-05-15,4454
830D1135,AU Pty,AR,IT,42811.61,CNY,0.1391,5955.09,USD,2024-04-13,2024-07-11,4158
DCDE4C22,DE GmbH,Intercompany,HR,27258.1,USD,1.0,27258.1,USD,2025-04-26,2025-08-06,4478
17DF9A56,FR SAS,Intercompany,IT,13596.62,CNY,0.1359,1847.78,USD,2025-02-24,2025-03-24,4537
E0BE11D2,UK PLC,AP,Finance,61060.05,USD,1.0,61060.05,USD,2025-05-17,2025-06-09,4545
0816F7EE,UK PLC,AR,Manufacturing,36102.94,JPY,0.0071,256.33,USD,2025-05-25,2025-07-29,4537
E543DA0A,FR SAS,AP,Sales,7289.77,USD,1.0,7289.77,USD,2024-05-05,2024-06-16,4650
BF99D599,DE GmbH,Intercompany,R&D,21579.24,CHF,1.088,23478.21,USD,2024-04-26,2024-08-16,4382
EEBD02F8,FR SAS,Intercompany,IT,11551.73,AUD,0.7404,8552.9,USD,2024-04-05,2024-07-26,4476
48EACB0A,FR SAS,AP,Logistics,16576.73,CNY,0.1391,2305.82,USD,2024-11-15,2025-01-10,4588
00563AF4,JP Ltd,AP,R&D,21195.46,GBP,1.3005,27564.7,USD,2024-08-15,2024-09-19,4145
48281CE8,JP Ltd,AP,R&D,9463.67,JPY,0.0068,64.35,USD,2024-08-08,2024-10-01,4664
9A7DE294,US Inc,Intercompany,IT,62230.48,GBP,1.2574,78248.61,USD,2025-06-24,2025-08-06,4893
87DC8D2F,FR SAS,Intercompany,Logistics,76985.34,AUD,0.6699,51572.48,USD,2024-01-16,2024-02-20,4963
28DE8448,DE GmbH,AR,IT,7696.58,AUD,0.6998,5386.07,USD,2025-02-20,2025-03-24,4883
E68C36DD,UK PLC,AP,Logistics,26024.04,CAD,0.7899,20556.39,USD,2024-10-05,2025-01-13,4441
396BFFF0,UK PLC,Intercompany,Sales,15185.11,CHF,1.0964,16648.95,USD,2024-06-29,2024-08-13,4643
81D11AC9,DE GmbH,AR,R&D,14199.6,AUD,0.7171,10182.53,USD,2025-03-08,2025-06-27,4604
1D9CA201,FR SAS,AR,IT,15530.05,CNY,0.1458,2264.28,USD,2024-12-27,2025-04-08,4128
C82630AE,JP Ltd,AR,Logistics,17126.64,USD,1.0,17126.64,USD,2025-01-28,2025-03-10,4614
2758F9CE,CA Corp,AP,Manufacturing,11237.89,AUD,0.6749,7584.45,USD,2024-06-23,2024-09-25,4926
55316CB9,FR SAS,AR,HR,121151.18,EUR,1.0617,128626.21,USD,2024-03-29,2024-07-15,4735
052AA554,US Inc,Intercompany,Sales,9758.36,CNY,0.1424,1389.59,USD,2024-11-27,2024-12-13,4628
1E0AADB0,AU Pty,AR,Manufacturing,19013.07,GBP,1.2778,24294.9,USD,2025-04-16,2025-06-04,4998
101F04F4,FR SAS,AR,Manufacturing,29476.76,USD,1.0,29476.76,USD,2024-10-25,2024-12-06,4354
5FDBE68A,US Inc,AR,Sales,27773.65,CAD,0.7946,22068.94,USD,2024-07-01,2024-07-29,4998
C80A3B38,AU Pty,AR,Logistics,92716.31,USD,1.0,92716.31,USD,2024-01-11,2024-05-07,4243
8EBB9547,JP Ltd,Intercompany,Logistics,4266.79,EUR,1.1407,4867.13,USD,2025-02-16,2025-05-05,4716
76689844,UK PLC,AP,Finance,13791.37,JPY,0.0074,102.06,USD,2024-08-19,2024-11-06,4050
E9CA4E03,AU Pty,Intercompany,IT,26474.15,GBP,1.2935,34244.31,USD,2024-07-19,2024-09-19,4218
97374377,AU Pty,Intercompany,Finance,264047.61,JPY,0.0069,1821.93,USD,2025-01-08,2025-02-14,4371
65D98AEF,AU Pty,AP,IT,40815.55,USD,1.0,40815.55,USD,2024-08-30,2024-10-24,4794
4E893533,AU Pty,Intercompany,R&D,21454.39,CAD,0.8009,17182.82,USD,2024-07-17,2024-10-25,4841
7593FBF1,UK PLC,AR,Finance,21664.0,GBP,1.251,27101.66,USD,2024-10-04,2024-11-25,4663
7BEBEA0B,CA Corp,AP,Sales,8594.69,CHF,1.1157,9589.1,USD,2024-04-02,2024-05-21,4114
A8477333,DE GmbH,AP,R&D,36769.86,AUD,0.6767,24882.16,USD,2024-07-10,2024-09-20,4422
9E53A888,AU Pty,AR,Manufacturing,8677.74,EUR,1.0594,9193.2,USD,2024-03-25,2024-04-27,4629
54D227DC,UK PLC,AP,Manufacturing,42673.3,CHF,1.1217,47866.64,USD,2024-10-31,2025-01-19,4508
669CFCCE,FR SAS,AP,R&D,16854.85,CHF,1.144,19281.95,USD,2024-08-20,2024-11-09,4574
D8E8BC60,US Inc,AP,R&D,6841.33,USD,1.0,6841.33,USD,2024-12-16,2025-03-26,4594
2F8D723A,UK PLC,AR,Finance,4339.71,GBP,1.3153,5708.02,USD,2025-03-02,2025-04-01,4317
4EB0A373,JP Ltd,Intercompany,HR,102554.41,CNY,0.1459,14962.69,USD,2025-05-11,2025-09-01,4216
445F51B0,US Inc,AP,Logistics,17519.88,CHF,1.0628,18620.13,USD,2024-11-09,2025-03-06,4724
258F349F,UK PLC,AP,Logistics,35653.87,CNY,0.1479,5273.21,USD,2024-10-17,2024-12-12,4078
A3E43CAF,JP Ltd,Intercompany,Logistics,14092.92,CHF,1.0511,14813.07,USD,2024-06-14,2024-09-20,4332
47670EA4,AU Pty,AR,Manufacturing,20271.75,CAD,0.7721,15651.82,USD,2025-05-01,2025-06-03,4830
AD25C32E,DE GmbH,AP,Sales,19597.73,CNY,0.1529,2996.49,USD,2025-02-04,2025-05-05,4536
537E6338,US Inc,AP,Finance,40145.11,CAD,0.7487,30056.64,USD,2024-12-13,2025-02-10,4294
1A160C45,AU Pty,Intercompany,IT,115641.11,JPY,0.0067,774.8,USD,2024-10-19,2024-11-03,4875
74FC3D96,US Inc,AR,Logistics,13306.52,AUD,0.7108,9458.27,USD,2024-01-12,2024-03-24,4251
0D23B5BB,FR SAS,AR,Finance,53560.97,EUR,1.0676,57181.69,USD,2024-03-13,2024-07-06,4757
8A0FEC9D,US Inc,AR,Finance,37447.02,EUR,1.1401,42693.35,USD,2024-10-13,2024-11-08,4776
B9270880,JP Ltd,AR,Manufacturing,83257.16,GBP,1.2943,107759.74,USD,2024-03-06,2024-03-26,4977
C26E3ADE,DE GmbH,Intercompany,R&D,26047.48,CAD,0.7694,20040.93,USD,2025-01-18,2025-04-21,4383
C81F7B88,JP Ltd,AP,HR,23087.72,EUR,1.1395,26308.46,USD,2025-03-15,2025-04-24,4345
8E1A6388,JP Ltd,AR,Manufacturing,11345.9,GBP,1.3316,15108.2,USD,2024-04-20,2024-05-08,4607
B7F21215,JP Ltd,AP,Manufacturing,216238.15,EUR,1.1492,248500.88,USD,2025-04-15,2025-05-13,4911
1668D748,US Inc,AP,HR,19203.15,AUD,0.7471,14346.67,USD,2025-06-23,2025-09-08,4110
CE7005BE,FR SAS,AP,Logistics,40623.33,USD,1.0,40623.33,USD,2024-04-30,2024-08-02,4910
39626823,JP Ltd,Intercompany,Logistics,8877.67,GBP,1.3285,11793.98,USD,2024-02-17,2024-03-16,4925
08CCCCAA,AU Pty,AR,R&D,52533.49,JPY,0.0067,351.97,USD,2025-06-08,2025-08-30,4475
6E312464,US Inc,AP,HR,94755.11,CAD,0.7698,72942.48,USD,2024-10-19,2025-01-14,4933
452191D2,UK PLC,AR,R&D,63639.51,GBP,1.3331,84837.83,USD,2024-12-07,2025-02-18,4772
9A843F52,JP Ltd,AR,Finance,76245.08,CNY,0.1526,11635.0,USD,2025-01-22,2025-03-15,4304
1C1C08AF,CA Corp,AR,HR,200057.99,CHF,1.1284,225745.44,USD,2025-02-17,2025-04-30,4387
D851D743,UK PLC,AP,Finance,25632.28,CHF,1.0557,27060.0,USD,2024-07-21,2024-10-30,4883
1CE391FC,US Inc,AR,Finance,4824.73,CNY,0.1465,706.82,USD,2025-05-07,2025-06-01,4311
618A732E,US Inc,AP,IT,30297.24,USD,1.0,30297.24,USD,2025-04-09,2025-06-10,4815
BBF02022,US Inc,Intercompany,Sales,16755.64,AUD,0.682,11427.35,USD,2024-09-14,2024-10-25,4295
474E9CD5,UK PLC,AP,Logistics,38155.8,GBP,1.339,51090.62,USD,2024-10-19,2024-11-23,4889
CE2062D4,DE GmbH,AP,Logistics,7997.48,CAD,0.8115,6489.96,USD,2025-05-18,2025-07-30,4187
D255F113,DE GmbH,AR,Sales,5797.25,GBP,1.2947,7505.7,USD,2024-10-03,2025-01-30,4317
1B596250,UK PLC,Intercompany,R&D,19759.66,AUD,0.708,13989.84,USD,2024-12-29,2025-02-13,4804
8F457175,AU Pty,Intercompany,IT,4082.22,USD,1.0,4082.22,USD,2025-06-04,2025-08-08,4222
AC5FF2D3,CA Corp,AR,Logistics,41337.76,CAD,0.7993,33041.27,USD,2025-05-31,2025-09-11,4048
EFF51091,DE GmbH,AP,Manufacturing,49396.44,CHF,1.0979,54232.35,USD,2024-03-11,2024-04-21,4068
EE662D38,FR SAS,AP,HR,6123.76,GBP,1.3421,8218.7,USD,2025-01-06,2025-03-18,4748
C08CDE46,US Inc,Intercompany,IT,29349.52,USD,1.0,29349.52,USD,2024-02-14,2024-04-04,4805
F664F71E,US Inc,AP,IT,20803.51,JPY,0.0074,153.95,USD,2024-10-23,2024-11-12,4977
A4370105,AU Pty,Intercompany,Logistics,7580.29,JPY,0.0073,55.34,USD,2024-09-11,2024-12-27,4886
FD88E2AB,CA Corp,AP,Manufacturing,25210.39,AUD,0.7445,18769.14,USD,2025-02-14,2025-04-08,4978
1B7E43A8,FR SAS,Intercompany,Finance,9477.34,CAD,0.7784,7377.16,USD,2025-06-10,2025-07-11,4391
6BF397B7,FR SAS,AR,Manufacturing,8031.63,CNY,0.1518,1219.2,USD,2024-12-31,2025-02-28,4016
3950AB2B,US Inc,AR,Manufacturing,5749.07,CNY,0.1475,847.99,USD,2024-12-20,2025-04-01,4679
98A9FDF6,DE GmbH,AP,Sales,4227.59,CAD,0.7565,3198.17,USD,2024-03-13,2024-06-07,4431
ADC3DBE2,JP Ltd,Intercompany,HR,129925.52,CHF,1.11,144217.33,USD,2024-02-08,2024-04-10,4224
B7961044,FR SAS,AR,Finance,18885.28,CNY,0.1504,2840.35,USD,2024-01-18,2024-04-29,4893
F9ADC480,CA Corp,Intercompany,Manufacturing,14687.18,GBP,1.2606,18514.66,USD,2025-01-20,2025-03-15,4542
2AC99A68,AU Pty,AP,IT,17682.73,JPY,0.007,123.78,USD,2024-04-09,2024-05-23,4624
056A8287,JP Ltd,Intercompany,IT,8836.79,EUR,1.1243,9935.2,USD,2025-04-30,2025-08-16,4289
B29B7663,CA Corp,AP,Logistics,38789.89,GBP,1.3424,52071.55,USD,2024-02-23,2024-04-20,4312
30CD1F79,US Inc,Intercompany,R&D,10013.81,CHF,1.0574,10588.6,USD,2024-06-15,2024-09-02,4542
653B2733,US Inc,AP,HR,13676.63,GBP,1.2762,17454.12,USD,2025-05-02,2025-07-24,4936
371FB95A,UK PLC,Intercompany,Finance,49303.1,GBP,1.3242,65287.17,USD,2024-06-10,2024-07-20,4107
E5DE22C3,CA Corp,AR,Sales,58722.55,CHF,1.0848,63702.22,USD,2024-04-02,2024-07-02,4302
1638E511,FR SAS,AR,R&D,16095.24,EUR,1.1106,17875.37,USD,2024-07-19,2024-09-02,4728
A38F1E72,FR SAS,AP,Logistics,7141.82,CAD,0.7664,5473.49,USD,2024-08-27,2024-12-24,4305
F68A27D6,AU Pty,Intercompany,Finance,21685.64,CHF,1.1463,24858.25,USD,2025-01-01,2025-02-17,4174
9393FEAA,JP Ltd,AP,IT,4841.07,CAD,0.7786,3769.26,USD,2025-01-25,2025-05-05,4640
F0B83B06,DE GmbH,AP,Manufacturing,4673.6,CHF,1.0871,5080.67,USD,2024-03-23,2024-04-27,4763
9AA6D3F9,UK PLC,AP,IT,37597.55,CAD,0.7691,28916.28,USD,2024-01-11,2024-04-18,4666
BB2FF3A6,FR SAS,AR,Sales,13852.06,JPY,0.0072,99.73,USD,2024-12-22,2025-04-17,4561
F9E5420F,JP Ltd,AP,Manufacturing,52742.34,GBP,1.2704,67003.87,USD,2024-07-24,2024-09-02,4847
0974213F,AU Pty,Intercompany,Logistics,56581.62,CAD,0.7454,42175.94,USD,2024-02-16,2024-04-14,4479
FA193DEA,US Inc,AP,HR,8986.96,CNY,0.137,1231.21,USD,2025-03-17,2025-05-31,4598
6AD02C4F,AU Pty,AP,Manufacturing,15550.44,CAD,0.803,12487.0,USD,2024-01-22,2024-04-29,4405
CBD9F4BC,DE GmbH,Intercompany,HR,17928.88,CNY,0.1372,2459.84,USD,2025-04-29,2025-08-15,4062
9466FC5E,UK PLC,Intercompany,Sales,21383.25,JPY,0.0067,143.27,USD,2024-09-02,2024-09-18,4775
426E60CF,CA Corp,AP,HR,19621.66,CAD,0.7697,15102.79,USD,2024-07-09,2024-10-13,4836
8D0B6E02,JP Ltd,AP,Finance,20169.08,CAD,0.7938,16010.22,USD,2024-03-18,2024-04-11,4610
AE23A22D,UK PLC,Intercompany,HR,176595.44,EUR,1.0633,187773.93,USD,2024-05-21,2024-06-30,4335
C6E11D35,FR SAS,AR,Finance,7863.7,USD,1.0,7863.7,USD,2024-08-20,2024-12-09,4406
B64BDC5D,UK PLC,AP,Finance,44381.16,EUR,1.1045,49018.99,USD,2025-01-14,2025-03-06,4263
0F27CC57,DE GmbH,AR,Sales,7673.94,AUD,0.6995,5367.92,USD,2024-04-26,2024-08-09,4128
0999B6AD,UK PLC,AP,Sales,65379.96,USD,1.0,65379.96,USD,2024-07-08,2024-09-07,4637
1A740666,CA Corp,Intercompany,IT,47774.64,AUD,0.6772,32352.99,USD,2024-05-20,2024-07-18,4852
BA729D93,AU Pty,AR,HR,17366.95,USD,1.0,17366.95,USD,2024-03-10,2024-07-06,4516
A757FDD3,US Inc,AP,Sales,13827.44,GBP,1.3324,18423.68,USD,2024-08-29,2024-10-05,4786
819F40CC,CA Corp,AR,R&D,34058.17,EUR,1.1166,38029.35,USD,2024-09-24,2024-12-05,4417
8649227B,AU Pty,Intercompany,Logistics,119343.36,CAD,0.7566,90295.19,USD,2024-06-22,2024-10-09,4801
5AB0A936,UK PLC,AP,HR,5314.66,JPY,0.0066,35.08,USD,2024-07-08,2024-08-26,4326
EBE496C1,DE GmbH,AR,IT,6571.38,GBP,1.3497,8869.39,USD,2025-05-12,2025-06-02,4204
62C87D13,FR SAS,AP,R&D,21339.59,JPY,0.0075,160.05,USD,2024-05-03,2024-06-23,4223
7F6028ED,CA Corp,Intercompany,Logistics,48298.3,EUR,1.0629,51336.26,USD,2025-01-02,2025-03-26,4089
5A6C9534,FR SAS,Intercompany,Manufacturing,12466.35,AUD,0.734,9150.3,USD,2025-04-28,2025-06-14,4784
7FFADE21,AU Pty,Intercompany,Sales,7976.08,CHF,1.059,8446.67,USD,2024-04-05,2024-06-10,4453
27B61691,CA Corp,AR,Manufacturing,30349.94,CHF,1.1045,33521.51,USD,2024-04-05,2024-07-07,4621
F5B9B847,DE GmbH,Intercompany,Finance,5111.39,CAD,0.7556,3862.17,USD,2024-07-10,2024-09-27,4911
14A74405,DE GmbH,Intercompany,IT,37559.59,CAD,0.7621,28624.16,USD,2024-08-17,2024-11-03,4117
5879285B,CA Corp,AR,Logistics,100294.73,CNY,0.137,13740.38,USD,2025-03-18,2025-04-09,4985
6322FD73,US Inc,Intercompany,HR,31172.45,GBP,1.3472,41995.52,USD,2024-11-16,2025-01-03,4119
DB4392EF,JP Ltd,Intercompany,Logistics,34163.63,CNY,0.1539,5257.78,USD,2025-03-16,2025-06-23,4191
DF0E2588,UK PLC,AR,Manufacturing,16214.91,CNY,0.1547,2508.45,USD,2025-02-17,2025-06-14,4997
D1027200,DE GmbH,AR,HR,3825.23,EUR,1.0827,4141.58,USD,2025-03-02,2025-04-24,4947
9BD5DF95,DE GmbH,AR,Finance,43171.35,USD,1.0,43171.35,USD,2024-05-12,2024-06-07,4954
16C8DC27,UK PLC,AP,Logistics,9985.59,EUR,1.0672,10656.62,USD,2024-08-28,2024-11-22,4440
C76746F2,UK PLC,AR,R&D,64664.06,JPY,0.0068,439.72,USD,2024-07-11,2024-08-21,4547
0E613BBD,JP Ltd,AP,HR,55709.82,CAD,0.7355,40974.57,USD,2024-10-17,2024-12-29,4889
EBC03891,AU Pty,Intercompany,IT,2666.98,USD,1.0,2666.98,USD,2024-08-16,2024-10-16,4970
110B715A,FR SAS,AR,HR,108216.26,CNY,0.1414,15301.78,USD,2024-05-13,2024-09-09,4808
CC15CDCF,AU Pty,AP,IT,89425.41,EUR,1.0561,94442.18,USD,2024-08-08,2024-10-15,4325
09BF423A,AU Pty,AP,Finance,13617.18,EUR,1.1302,15390.14,USD,2024-04-18,2024-07-20,4403
1E9121CB,JP Ltd,AR,Logistics,445289.62,CNY,0.1512,67327.79,USD,2024-01-12,2024-03-29,4140
0EAAF7B1,UK PLC,AP,IT,37659.2,CAD,0.7909,29784.66,USD,2024-03-08,2024-06-25,4264
E9A4EC8D,AU Pty,AP,Sales,4814.52,CAD,0.8004,3853.54,USD,2024-07-24,2024-10-24,4372
8D2EB1D9,US Inc,AP,HR,8231.8,CAD,0.8106,6672.7,USD,2024-10-16,2024-11-28,4668
45A9DC87,CA Corp,AP,Manufacturing,13327.22,CHF,1.1134,14838.53,USD,2025-06-16,2025-09-18,4802
7D414AD2,FR SAS,AP,Sales,34603.65,GBP,1.2786,44244.23,USD,2024-07-27,2024-11-19,4713
3B7165AE,US Inc,AP,R&D,44742.13,EUR,1.1313,50616.77,USD,2024-07-04,2024-09-20,4985
8A37C716,CA Corp,AP,HR,79480.43,GBP,1.3235,105192.35,USD,2024-04-14,2024-06-21,4479
8DC28489,DE GmbH,AP,IT,7394.98,CNY,0.1437,1062.66,USD,2024-12-19,2025-02-08,4810
5900C2A6,CA Corp,Intercompany,IT,13700.22,CHF,1.1381,15592.22,USD,2024-09-24,2024-12-20,4272
E0195058,JP Ltd,AR,HR,20245.75,CAD,0.7933,16060.95,USD,2024-01-17,2024-05-11,4822
1B463536,DE GmbH,Intercompany,HR,9104.01,CHF,1.0909,9931.56,USD,2025-03-12,2025-07-06,4254
337F5289,US Inc,Intercompany,IT,47938.11,EUR,1.1135,53379.09,USD,2024-11-09,2025-03-01,4526
292DD5B0,CA Corp,AP,Manufacturing,51089.92,JPY,0.0068,347.41,USD,2024-04-28,2024-06-06,4948
00D620B4,AU Pty,AP,Logistics,22806.92,AUD,0.712,16238.53,USD,2025-03-27,2025-05-25,4107
095D08ED,JP Ltd,AP,HR,2388.02,CHF,1.108,2645.93,USD,2025-05-15,2025-07-01,4646
7CDEAEE9,CA Corp,AR,HR,8694.28,CHF,1.092,9494.15,USD,2024-05-14,2024-07-09,4420
90151059,DE GmbH,Intercompany,Sales,53151.1,USD,1.0,53151.1,USD,2024-02-16,2024-03-25,4268
4F645C09,CA Corp,AR,Finance,11177.2,AUD,0.7129,7968.23,USD,2024-06-30,2024-07-24,4298
4FAD13E0,DE GmbH,AR,Sales,112955.29,JPY,0.0069,779.39,USD,2024-04-02,2024-06-16,4629
CA2FC3A4,UK PLC,Intercompany,IT,30997.96,AUD,0.6881,21329.7,USD,2024-11-28,2024-12-16,4934
4F843879,AU Pty,AR,HR,29380.62,JPY,0.0075,220.35,USD,2024-08-14,2024-09-04,4317
93AA1E13,CA Corp,Intercompany,R&D,11521.14,CNY,0.1435,1653.28,USD,2024-08-21,2024-09-26,4164
341D5C83,FR SAS,Intercompany,Sales,20873.58,AUD,0.729,15216.84,USD,2024-08-08,2024-10-08,4087
85B542DE,FR SAS,AR,Manufacturing,7581.91,USD,1.0,7581.91,USD,2024-10-22,2024-12-16,4562
F1A6C4E9,UK PLC,AR,Sales,68961.85,CHF,1.1322,78078.61,USD,2024-05-23,2024-06-14,4091
E5539D8A,DE GmbH,Intercompany,Sales,54946.63,AUD,0.6611,36325.22,USD,2025-06-16,2025-07-31,4455
A8E64124,CA Corp,AR,Finance,22864.3,AUD,0.7011,16030.16,USD,2025-03-15,2025-06-08,4488
1D4B1F91,AU Pty,Intercompany,Logistics,17432.63,AUD,0.7029,12253.4,USD,2025-05-17,2025-07-04,4045
D7A0EC7A,US Inc,AP,HR,28512.66,USD,1.0,28512.66,USD,2024-08-14,2024-11-05,4378
56A94F63,JP Ltd,AR,IT,27562.32,USD,1.0,27562.32,USD,2024-05-30,2024-07-14,4415
1CAD4D99,JP Ltd,Intercompany,HR,5223.91,CAD,0.7255,3789.95,USD,2024-08-15,2024-10-04,4333
17D5F6CC,AU Pty,AP,HR,33451.33,EUR,1.0817,36184.3,USD,2024-03-27,2024-06-05,4754
3324D2A5,DE GmbH,AR,R&D,8394.57,CNY,0.1375,1154.25,USD,2025-05-15,2025-07-08,4427
129DB2A3,FR SAS,AP,Finance,79464.43,USD,1.0,79464.43,USD,2024-02-23,2024-04-12,4263
61F4729F,JP Ltd,Intercompany,Logistics,21295.56,CAD,0.794,16908.67,USD,2024-04-28,2024-07-13,4057
66D8EE0D,DE GmbH,AP,HR,20697.03,GBP,1.3267,27458.75,USD,2025-05-23,2025-06-07,4245
