Invoice_ID,Entity,Type,Business_Unit,Amount_FCY,Currency,FX_Rate,Amount_USD,Functional_Currency,Transaction_Date,Due_Date,GL_Code
672E981D,AU Pty,AP,IT,7717.74,JPY,0.0067,51.71,USD,2025-05-08,2025-07-28,4384
3EEBB345,CA Corp,Intercompany,Sales,20330.09,CHF,1.0908,22176.06,USD,2025-06-06,2025-06-28,4452
DCE203DA,AU Pty,AR,IT,84372.79,USD,1.0,84372.79,USD,2025-05-05,2025-05-27,4315
3CF9EBE1,FR SAS,AR,Sales,30735.18,CAD,0.7957,24455.98,USD,2025-06-15,2025-07-19,4083
E1C63DB4,US Inc,AP,Sales,24287.4,USD,1.0,24287.4,USD,2025-05-19,2025-06-14,4029
995D3D50,JP Ltd,AP,Manufacturing,25050.27,JPY,0.0069,172.85,USD,2025-06-05,2025-08-08,4317
4A084926,JP Ltd,Intercompany,Finance,73018.34,CAD,0.7488,54676.13,USD,2025-05-09,2025-07-25,4990
92C2EC2C,US Inc,AR,Finance,22658.55,CAD,0.7255,16438.78,USD,2025-05-06,2025-06-21,4073
A822D48B,US Inc,Intercompany,Manufacturing,23843.93,AUD,0.6781,16168.57,USD,2025-05-20,2025-06-30,4259
C99E01DD,DE GmbH,Intercompany,Sales,12301.01,AUD,0.7417,9123.66,USD,2025-06-03,2025-08-27,4199
D1542D51,JP Ltd,Intercompany,R&D,21874.8,EUR,1.0919,23885.09,USD,2025-05-30,2025-06-30,4974
A0C42403,JP Ltd,AP,Finance,40420.36,EUR,1.1174,45165.71,USD,2025-05-24,2025-08-14,4638
9702DA48,UK PLC,AP,R&D,24836.9,AUD,0.7398,18374.34,USD,2025-06-07,2025-08-02,4901
F12C30F2,UK PLC,Intercompany,Sales,22580.49,CAD,0.8067,18215.68,USD,2025-05-24,2025-06-25,4488
0E46C0AD,FR SAS,AR,R&D,8557.4,GBP,1.3267,11353.1,USD,2025-05-12,2025-07-16,4869
27C472FD,AU Pty,Intercompany,IT,8581.05,CNY,0.1518,1302.6,USD,2025-06-24,2025-08-07,4652
BB22B367,UK PLC,AP,IT,9768.02,GBP,1.2537,12246.17,USD,2025-06-20,2025-07-31,4972
B829C83E,FR SAS,Intercompany,Logistics,6386.8,CNY,0.1385,884.57,USD,2025-05-06,2025-07-02,4359
2D66B84C,CA Corp,AP,IT,10271.22,CHF,1.1075,11375.38,USD,2025-05-28,2025-07-29,4822
4AD72CA5,JP Ltd,AP,Manufacturing,11295.27,USD,1.0,11295.27,USD,2025-06-09,2025-07-26,4893
95ACA0E5,US Inc,AP,HR,77739.41,CNY,0.1506,11707.56,USD,2025-06-06,2025-07-26,4547
290F03D7,UK PLC,AP,Manufacturing,7594.66,CHF,1.1134,8455.89,USD,2025-05-15,2025-07-10,4582
3245CF2D,US Inc,Intercompany,HR,7880.12,GBP,1.3375,10539.66,USD,2025-05-17,2025-08-12,4479
0838E448,CA Corp,AR,Finance,104594.17,CHF,1.1099,116089.07,USD,2025-05-03,2025-07-15,4596
E26A499A,AU Pty,AP,Sales,11827.68,USD,1.0,11827.68,USD,2025-06-21,2025-07-22,4687
CE2870B9,US Inc,Intercompany,Finance,97776.6,GBP,1.2546,122670.52,USD,2025-06-02,2025-08-17,4433
EA4055CE,JP Ltd,AR,HR,133730.42,AUD,0.7454,99682.66,USD,2025-05-29,2025-08-18,4884
064FECFE,US Inc,AP,Sales,12511.19,CHF,1.0861,13588.4,USD,2025-05-10,2025-07-23,4495
EAF2759A,AU Pty,AR,R&D,80106.32,CAD,0.7294,58429.55,USD,2025-06-16,2025-08-24,4551
F0CC1899,AU Pty,AP,Logistics,14612.6,AUD,0.7414,10833.78,USD,2025-05-19,2025-07-08,4968
C86816FE,CA Corp,AR,Finance,28726.51,CHF,1.1146,32018.57,USD,2025-05-06,2025-07-11,4860
499D9FAB,US Inc,AR,Sales,55824.14,GBP,1.2614,70416.57,USD,2025-06-16,2025-08-04,4930
799A6A0C,CA Corp,AR,Manufacturing,30211.98,CAD,0.7589,22927.87,USD,2025-06-19,2025-09-03,4516
ECD12D98,JP Ltd,AP,R&D,12359.22,GBP,1.2509,15460.15,USD,2025-06-19,2025-07-27,4314
C1E128E7,DE GmbH,AP,IT,58166.71,EUR,1.0508,61121.58,USD,2025-05-08,2025-05-24,4918
7FCEB77A,CA Corp,Intercompany,Sales,5822.35,USD,1.0,5822.35,USD,2025-05-07,2025-06-07,4883
FC0E25A2,UK PLC,AP,HR,32211.79,CAD,0.8109,26120.54,USD,2025-05-25,2025-08-05,4787
446B1139,AU Pty,Intercompany,Logistics,16258.16,JPY,0.0073,118.68,USD,2025-05-24,2025-08-19,4226
CF053164,DE GmbH,AR,Manufacturing,13301.81,AUD,0.7489,9961.73,USD,2025-06-04,2025-07-24,4549
FFF53387,AU Pty,AP,HR,16318.36,CNY,0.1399,2282.94,USD,2025-06-08,2025-08-30,4583
A3D9C60F,UK PLC,Intercompany,Sales,25701.09,JPY,0.007,179.91,USD,2025-05-20,2025-07-01,4507
36046C6A,AU Pty,AR,R&D,8953.23,AUD,0.6903,6180.41,USD,2025-06-10,2025-08-31,4668
691EA8B2,US Inc,AP,Manufacturing,36322.35,CHF,1.0964,39823.82,USD,2025-06-02,2025-08-27,4449
9FB99BA7,US Inc,Intercompany,IT,44102.11,CHF,1.101,48556.42,USD,2025-06-12,2025-07-14,4606
71214E71,FR SAS,Intercompany,HR,61817.89,EUR,1.093,67566.95,USD,2025-05-02,2025-05-19,4551
40D75A70,DE GmbH,AP,IT,18937.3,EUR,1.1266,21334.76,USD,2025-06-30,2025-08-07,4485
2A5477CD,US Inc,Intercompany,R&D,22351.91,CAD,0.8037,17964.23,USD,2025-05-21,2025-07-21,4497
E556B3A8,CA Corp,AP,HR,30243.78,JPY,0.0065,196.58,USD,2025-05-07,2025-06-28,4047
DC00AF06,CA Corp,AP,Sales,9639.23,CHF,1.0879,10486.52,USD,2025-05-17,2025-07-29,4462
716C4F9E,AU Pty,AP,Logistics,23671.92,CAD,0.7902,18705.55,USD,2025-05-07,2025-06-01,4977
B79C420D,US Inc,AP,HR,9946.12,CNY,0.1447,1439.2,USD,2025-06-16,2025-08-22,4114
90E55293,US Inc,AP,R&D,13156.02,JPY,0.0068,89.46,USD,2025-05-30,2025-06-23,4722
9995768E,US Inc,AP,Finance,66643.18,EUR,1.1117,74087.22,USD,2025-06-10,2025-07-31,4126
A9F77FDB,FR SAS,Intercompany,Sales,9486.52,EUR,1.0545,10003.54,USD,2025-06-30,2025-08-12,4513
BFE95F37,CA Corp,AR,Finance,87914.38,CNY,0.1492,13116.83,USD,2025-06-08,2025-07-14,4228
8AA6856A,US Inc,AR,Manufacturing,16708.19,CAD,0.8028,13413.33,USD,2025-06-20,2025-07-28,4236
1D7BD0C9,DE GmbH,Intercompany,HR,26503.69,USD,1.0,26503.69,USD,2025-05-31,2025-08-02,4982
2C7958FA,CA Corp,Intercompany,Finance,72368.08,CNY,0.142,10276.27,USD,2025-06-17,2025-07-27,4552
B734FE63,UK PLC,AR,Logistics,17592.57,CHF,1.0787,18977.11,USD,2025-06-11,2025-07-07,4874
0A1BD22E,JP Ltd,Intercompany,IT,37168.74,EUR,1.1091,41223.85,USD,2025-06-19,2025-09-01,4212
CA840D78,CA Corp,AP,Logistics,168096.66,EUR,1.0736,180468.57,USD,2025-06-22,2025-08-14,4442
E6609D0D,FR SAS,Intercompany,R&D,10805.44,CAD,0.8083,8734.04,USD,2025-06-09,2025-08-18,4035
02F058E7,UK PLC,Intercompany,IT,86813.0,AUD,0.7459,64753.82,USD,2025-06-09,2025-07-28,4554
06A25F12,UK PLC,AP,Logistics,20510.85,JPY,0.0068,139.47,USD,2025-06-21,2025-07-20,4400
38ED3C56,FR SAS,AP,Finance,49126.0,AUD,0.673,33061.8,USD,2025-05-31,2025-06-23,4910
3B2FD68A,CA Corp,Intercompany,Sales,14746.91,CNY,0.1524,2247.43,USD,2025-06-27,2025-08-15,4102
515760BA,JP Ltd,AP,Logistics,28763.05,CNY,0.1441,4144.76,USD,2025-06-30,2025-09-22,4964
9207D6EB,US Inc,Intercompany,R&D,25677.85,AUD,0.656,16844.67,USD,2025-05-11,2025-07-29,4796
AF755A01,AU Pty,Intercompany,Finance,37394.31,JPY,0.0071,265.5,USD,2025-06-06,2025-07-06,4610
4E7EEE13,DE GmbH,Intercompany,Sales,13651.31,CNY,0.1504,2053.16,USD,2025-06-17,2025-09-04,4990
7C5C9CA5,FR SAS,Intercompany,Sales,14331.51,GBP,1.2622,18089.23,USD,2025-05-12,2025-07-08,4223
272FADA0,US Inc,AR,Logistics,3446.48,CAD,0.7933,2734.09,USD,2025-06-08,2025-06-27,4564
F1653FAC,DE GmbH,Intercompany,R&D,51675.47,JPY,0.0073,377.23,USD,2025-06-18,2025-08-28,4121
2A51F131,JP Ltd,AP,IT,7563.41,CHF,1.1234,8496.73,USD,2025-06-07,2025-07-03,4617
61077730,US Inc,AR,Sales,14615.9,USD,1.0,14615.9,USD,2025-05-30,2025-07-13,4221
5ACEEA1A,DE GmbH,AP,Sales,11461.63,JPY,0.0072,82.52,USD,2025-06-07,2025-07-18,4547
670E4CB6,UK PLC,Intercompany,Manufacturing,3239.02,CNY,0.1369,443.42,USD,2025-05-16,2025-06-11,4433
B5A01EE6,AU Pty,AP,HR,69060.37,CNY,0.1389,9592.49,USD,2025-05-28,2025-08-10,4131
77612FDA,UK PLC,AP,Manufacturing,38954.04,AUD,0.6675,26001.82,USD,2025-05-11,2025-06-07,4039
6D5F6119,AU Pty,AP,IT,42332.28,CHF,1.1349,48042.9,USD,2025-06-19,2025-08-22,4347
59C0C78C,UK PLC,AP,Sales,81253.04,GBP,1.2848,104393.91,USD,2025-05-22,2025-07-21,4288
792F90C4,FR SAS,AP,Manufacturing,23979.73,CHF,1.1163,26768.57,USD,2025-05-12,2025-07-30,4495
93002B8E,UK PLC,AR,HR,15099.8,USD,1.0,15099.8,USD,2025-06-07,2025-07-07,4881
B29763A7,US Inc,AP,Manufacturing,65739.99,EUR,1.126,74023.23,USD,2025-05-01,2025-05-17,4316
49A382A3,CA Corp,AR,Manufacturing,6915.24,CHF,1.1127,7694.59,USD,2025-05-21,2025-08-18,4741
9B9121FD,UK PLC,Intercompany,R&D,27024.18,USD,1.0,27024.18,USD,2025-05-26,2025-08-10,4197
DC5E4E55,DE GmbH,AP,R&D,46857.33,CHF,1.0846,50821.46,USD,2025-06-18,2025-08-07,4475
9E7427D5,JP Ltd,Intercompany,Manufacturing,47324.87,EUR,1.1176,52890.27,USD,2025-06-13,2025-06-29,4262
60632EFD,US Inc,AR,R&D,59499.45,JPY,0.0068,404.6,USD,2025-06-14,2025-07-12,4945
53A98E5D,FR SAS,AR,Logistics,14722.82,EUR,1.0543,15522.27,USD,2025-05-29,2025-07-03,4536
E7295DEF,AU Pty,AR,Manufacturing,23245.96,EUR,1.0852,25226.52,USD,2025-05-18,2025-07-18,4459
116B87A9,DE GmbH,AR,Sales,14933.55,GBP,1.328,19831.75,USD,2025-06-23,2025-08-01,4341
5218713C,UK PLC,Intercompany,Finance,11101.45,CHF,1.1088,12309.29,USD,2025-05-14,2025-08-01,4297
B34803CD,US Inc,AR,HR,5422.84,CNY,0.1397,757.57,USD,2025-06-01,2025-06-27,4644
491992AB,DE GmbH,AR,Manufacturing,16829.04,AUD,0.7138,12012.57,USD,2025-06-12,2025-09-06,4529
F141FEE6,FR SAS,AR,Sales,5369.56,CNY,0.1494,802.21,USD,2025-06-03,2025-07-28,4310
E1459D3F,DE GmbH,AR,Finance,54163.18,CAD,0.7961,43119.31,USD,2025-06-01,2025-07-30,4210
19F86A50,UK PLC,AP,Logistics,24393.32,GBP,1.2533,30572.15,USD,2025-06-16,2025-09-07,4065
768D56E5,US Inc,Intercompany,IT,19453.95,CHF,1.0635,20689.28,USD,2025-05-09,2025-05-28,4700
E7017E44,UK PLC,AR,R&D,5482.79,AUD,0.7452,4085.78,USD,2025-05-14,2025-07-19,4720
A8BB95A7,JP Ltd,Intercompany,Manufacturing,40943.21,EUR,1.1335,46409.13,USD,2025-05-21,2025-08-08,4091
B69E2F2A,AU Pty,AR,Finance,5794.05,CAD,0.8152,4723.31,USD,2025-06-05,2025-08-07,4594
0614D65F,CA Corp,Intercompany,R&D,17958.03,CHF,1.0898,19570.66,USD,2025-05-06,2025-06-12,4834
04F946AB,DE GmbH,AP,Logistics,5440.72,AUD,0.6945,3778.58,USD,2025-06-24,2025-09-22,4116
3E62C5F0,UK PLC,Intercompany,R&D,8323.4,AUD,0.7078,5891.3,USD,2025-05-06,2025-06-23,4521
075C69D8,DE GmbH,Intercompany,HR,23047.85,CHF,1.0544,24301.65,USD,2025-05-14,2025-06-19,4060
425CF03B,FR SAS,AP,Manufacturing,3287.92,JPY,0.0072,23.67,USD,2025-05-16,2025-08-02,4361
909AD214,DE GmbH,Intercompany,IT,86810.91,JPY,0.0068,590.31,USD,2025-06-28,2025-08-23,4934
F6E6C63E,CA Corp,AP,IT,10533.41,JPY,0.007,73.73,USD,2025-05-03,2025-05-22,4763
3FD0FD1A,UK PLC,AP,R&D,61960.61,EUR,1.1056,68503.65,USD,2025-06-27,2025-08-22,4848
A223BE8F,JP Ltd,AR,Logistics,14773.42,CAD,0.7323,10818.58,USD,2025-06-21,2025-07-11,4619
51AEFF5B,DE GmbH,AR,HR,14988.01,CNY,0.1454,2179.26,USD,2025-06-04,2025-08-30,4092
7E7DF268,CA Corp,Intercompany,Finance,22171.28,EUR,1.0677,23672.28,USD,2025-06-13,2025-08-07,4669
975F4A92,US Inc,Intercompany,R&D,13772.95,JPY,0.0065,89.52,USD,2025-05-02,2025-07-22,4055
00EA889D,FR SAS,AR,Finance,36082.32,CNY,0.1506,5434.0,USD,2025-05-06,2025-05-25,4520
887A1454,US Inc,AP,Sales,36248.1,CNY,0.1514,5487.96,USD,2025-05-08,2025-06-26,4467
BC4136DF,FR SAS,AR,IT,25556.45,JPY,0.0068,173.78,USD,2025-05-15,2025-06-30,4417
CE94B120,UK PLC,AP,R&D,11201.68,GBP,1.2571,14081.63,USD,2025-05-17,2025-06-17,4862
9D940050,US Inc,AR,R&D,7427.94,EUR,1.126,8363.86,USD,2025-06-08,2025-08-06,4853
BDB5F936,AU Pty,AR,HR,174978.99,CAD,0.7247,126807.27,USD,2025-06-02,2025-07-01,4113
EA5CBB08,AU Pty,Intercompany,HR,4477.69,AUD,0.6939,3107.07,USD,2025-06-01,2025-08-09,4780
C8BBC89B,CA Corp,AP,R&D,37253.31,CNY,0.1354,5044.1,USD,2025-05-31,2025-08-12,4806
6401F35C,DE GmbH,Intercompany,Sales,108304.26,CNY,0.1472,15942.39,USD,2025-06-25,2025-09-13,4223
D3BBA748,DE GmbH,AP,Logistics,268606.49,CAD,0.7226,194095.05,USD,2025-06-15,2025-07-17,4573
C57148A3,US Inc,AR,R&D,14395.1,CNY,0.1457,2097.37,USD,2025-06-22,2025-07-11,4511
F40B8473,US Inc,AR,Logistics,4327.98,CAD,0.7847,3396.17,USD,2025-06-28,2025-09-08,4866
4E2B4F42,FR SAS,Intercompany,Finance,15144.43,CAD,0.7718,11688.47,USD,2025-06-01,2025-08-03,4621
18113276,AU Pty,AP,Manufacturing,94300.83,USD,1.0,94300.83,USD,2025-05-31,2025-08-20,4176
CDFDEC0E,DE GmbH,AR,Sales,2566.21,GBP,1.3152,3375.08,USD,2025-06-20,2025-08-24,4013
0A9B0064,AU Pty,Intercompany,Finance,32074.29,CHF,1.1071,35509.45,USD,2025-06-08,2025-08-02,4524
1459E75C,AU Pty,AR,Manufacturing,20024.17,CHF,1.0537,21099.47,USD,2025-05-10,2025-07-15,4308
EFEB54AC,JP Ltd,AP,Logistics,16360.45,EUR,1.0676,17466.42,USD,2025-05-28,2025-06-19,4920
F652C7FC,FR SAS,AP,Sales,22472.24,GBP,1.2593,28299.29,USD,2025-06-07,2025-09-02,4885
FF13945D,US Inc,Intercompany,Finance,74712.06,JPY,0.0074,552.87,USD,2025-05-29,2025-06-27,4052
930DF716,FR SAS,AP,Manufacturing,10458.21,CAD,0.7484,7826.92,USD,2025-06-18,2025-08-12,4961
42861E65,FR SAS,Intercompany,Logistics,73785.22,GBP,1.2561,92681.61,USD,2025-05-19,2025-07-12,4346
45BE848E,DE GmbH,AR,IT,5791.63,CNY,0.1441,834.57,USD,2025-06-22,2025-07-20,4904
A1EE75A6,UK PLC,AP,R&D,16669.58,JPY,0.0067,111.69,USD,2025-06-23,2025-09-04,4517
C6D0D6B3,UK PLC,Intercompany,Sales,11144.76,JPY,0.0068,75.78,USD,2025-06-14,2025-07-11,4857
2657CC09,DE GmbH,AR,Manufacturing,3634.03,CHF,1.1273,4096.64,USD,2025-06-17,2025-08-20,4362
588F3008,US Inc,AR,IT,18318.65,CAD,0.7547,13825.09,USD,2025-05-23,2025-08-11,4132
3609FCAA,UK PLC,AP,IT,8717.01,GBP,1.3441,11716.53,USD,2025-06-29,2025-09-03,4057
82DFA3AC,US Inc,Intercompany,R&D,7584.4,CAD,0.7295,5532.82,USD,2025-05-29,2025-08-04,4888
2EF895FD,DE GmbH,Intercompany,HR,37547.6,GBP,1.3186,49510.27,USD,2025-05-27,2025-07-16,4961
652E3FD5,FR SAS,Intercompany,Sales,9368.35,CAD,0.7777,7285.77,USD,2025-05-11,2025-06-11,4717
BE8A519F,AU Pty,AP,R&D,15156.33,CHF,1.0809,16382.48,USD,2025-06-03,2025-07-09,4739
27331AEB,FR SAS,Intercompany,Manufacturing,6107.32,JPY,0.0071,43.36,USD,2025-06-30,2025-09-23,4647
15CDA92D,AU Pty,AP,Finance,26493.74,CHF,1.1359,30094.24,USD,2025-06-24,2025-09-04,4849
B5456DB5,JP Ltd,AR,Manufacturing,9085.72,CNY,0.1549,1407.38,USD,2025-05-28,2025-06-24,4915
32F01CCD,JP Ltd,Intercompany,Manufacturing,15844.96,CAD,0.7616,12067.52,USD,2025-05-26,2025-08-19,4755
01EA4BF7,DE GmbH,AR,R&D,34998.03,GBP,1.3044,45651.43,USD,2025-05-15,2025-07-09,4517
3103F2F7,FR SAS,Intercompany,IT,9239.15,USD,1.0,9239.15,USD,2025-06-14,2025-08-01,4103
09FE304F,JP Ltd,AR,Finance,13538.37,CHF,1.1385,15413.43,USD,2025-05-26,2025-08-21,4927
C55334B6,AU Pty,AR,Logistics,44780.1,GBP,1.3333,59705.31,USD,2025-05-20,2025-06-06,4546
7DDEA22B,UK PLC,Intercompany,Logistics,19784.87,USD,1.0,19784.87,USD,2025-06-16,2025-08-15,4765
62287E54,FR SAS,Intercompany,Manufacturing,89151.11,AUD,0.7035,62717.81,USD,2025-06-23,2025-08-04,4803
F1A4B03C,UK PLC,Intercompany,Sales,27094.61,AUD,0.6927,18768.44,USD,2025-05-05,2025-06-10,4283
FEE0BEEB,CA Corp,AR,R&D,6067.31,EUR,1.1483,6967.09,USD,2025-05-17,2025-07-29,4489
6E547797,DE GmbH,Intercompany,Sales,5375.39,JPY,0.0068,36.55,USD,2025-06-08,2025-07-27,4526
F89029F2,AU Pty,AR,Logistics,1111.28,EUR,1.0761,1195.85,USD,2025-05-24,2025-07-02,4050
E9D10D2E,CA Corp,AP,Sales,8245.45,GBP,1.2768,10527.79,USD,2025-06-12,2025-09-06,4829
3F876221,US Inc,Intercompany,Sales,20277.56,CAD,0.7941,16102.41,USD,2025-05-25,2025-06-12,4011
0526F4E0,AU Pty,AP,IT,41905.28,CHF,1.056,44251.98,USD,2025-06-05,2025-08-10,4417
B9DCE7AF,JP Ltd,AP,HR,17939.29,AUD,0.6544,11739.47,USD,2025-06-29,2025-07-14,4811
56549A2F,US Inc,AR,R&D,33337.83,AUD,0.6767,22559.71,USD,2025-06-11,2025-09-03,4600
A4AD0D1D,US Inc,AR,Sales,18988.76,CHF,1.1039,20961.69,USD,2025-05-14,2025-06-23,4145
B22CDEB6,UK PLC,Intercompany,R&D,6482.41,EUR,1.0563,6847.37,USD,2025-06-12,2025-09-02,4691
BC6E1E17,FR SAS,AP,Finance,284964.76,JPY,0.0069,1966.26,USD,2025-05-05,2025-07-28,4049
8C3AE33D,FR SAS,AP,Finance,12506.12,EUR,1.1079,13855.53,USD,2025-06-30,2025-08-23,4830
C4A7598F,JP Ltd,AR,HR,22390.93,CAD,0.7808,17482.84,USD,2025-05-05,2025-06-16,4542
23ED38C5,CA Corp,AP,Manufacturing,68102.97,CHF,1.1353,77317.3,USD,2025-06-29,2025-09-08,4102
15B136E3,JP Ltd,Intercompany,Sales,17183.63,USD,1.0,17183.63,USD,2025-05-16,2025-06-28,4341
40F1207D,FR SAS,AR,HR,25825.54,CAD,0.8103,20926.44,USD,2025-05-10,2025-07-16,4950
7DAEE0D1,UK PLC,Intercompany,Sales,18890.35,CAD,0.8162,15418.3,USD,2025-06-04,2025-08-08,4312
D5CC9D01,FR SAS,Intercompany,Logistics,7206.4,USD,1.0,7206.4,USD,2025-06-22,2025-07-29,4002
60C80414,JP Ltd,Intercompany,HR,43816.14,CNY,0.139,6090.44,USD,2025-06-17,2025-08-05,4670
97BBAD0B,JP Ltd,AP,Logistics,13079.27,GBP,1.2691,16598.9,USD,2025-05-09,2025-07-24,4936
D26EC1A7,FR SAS,Intercompany,IT,23749.74,CHF,1.1351,26958.33,USD,2025-05-18,2025-06-22,4746
B2833771,US Inc,AP,Manufacturing,6660.39,CHF,1.0511,7000.74,USD,2025-05-31,2025-08-18,4157
986627E2,AU Pty,AR,R&D,24651.8,USD,1.0,24651.8,USD,2025-05-04,2025-06-10,4523
4B4E937D,AU Pty,Intercompany,R&D,42845.65,AUD,0.6547,28051.05,USD,2025-05-01,2025-07-13,4257
FD2AD051,CA Corp,Intercompany,IT,258615.61,CHF,1.0691,276485.95,USD,2025-05-03,2025-06-22,4427
7DF9E678,DE GmbH,Intercompany,Logistics,58996.05,CNY,0.1481,8737.32,USD,2025-05-27,2025-08-24,4407
10A7D13A,UK PLC,Intercompany,Finance,36281.8,CHF,1.0924,39634.24,USD,2025-06-04,2025-07-16,4547
97ED46C7,AU Pty,AR,Finance,40645.92,CNY,0.1547,6287.92,USD,2025-05-18,2025-08-14,4085
B4320E72,JP Ltd,Intercompany,HR,46499.27,CHF,1.1087,51553.74,USD,2025-05-27,2025-07-02,4909
B99B53C5,DE GmbH,AR,Manufacturing,6013.07,CAD,0.7797,4688.39,USD,2025-06-10,2025-09-07,4665
4D18CB43,US Inc,Intercompany,Sales,9621.4,AUD,0.7472,7189.11,USD,2025-06-27,2025-09-10,4224
648B2930,JP Ltd,AR,Manufacturing,19345.52,EUR,1.0597,20500.45,USD,2025-06-13,2025-06-29,4375
CF39D933,JP Ltd,Intercompany,Manufacturing,32969.8,EUR,1.0767,35498.58,USD,2025-06-28,2025-09-13,4591
ADC25F32,UK PLC,AP,Manufacturing,37690.27,CNY,0.1548,5834.45,USD,2025-06-01,2025-07-15,4595
1B369D4C,FR SAS,AP,Manufacturing,46082.78,CAD,0.7904,36423.83,USD,2025-06-04,2025-07-31,4911
7FEFC092,DE GmbH,AR,R&D,47878.08,JPY,0.0065,311.21,USD,2025-05-18,2025-06-26,4086
09408B9A,JP Ltd,AP,Manufacturing,111457.1,CNY,0.1418,15804.62,USD,2025-05-25,2025-08-17,4834
273BA770,UK PLC,AR,Logistics,3419.18,JPY,0.0067,22.91,USD,2025-06-26,2025-09-20,4994
32D64867,AU Pty,Intercompany,Manufacturing,40817.57,AUD,0.6836,27902.89,USD,2025-06-09,2025-08-27,4051
4A255C75,CA Corp,AP,Finance,5819.49,EUR,1.0953,6374.09,USD,2025-06-10,2025-07-03,4231
21E42D21,US Inc,AR,Sales,108358.5,CNY,0.1424,15430.25,USD,2025-06-28,2025-07-26,4478
3E9E94C2,US Inc,Intercompany,Sales,12413.2,USD,1.0,12413.2,USD,2025-06-19,2025-08-20,4475
15824940,AU Pty,Intercompany,Finance,9924.42,GBP,1.2786,12689.36,USD,2025-06-23,2025-07-10,4180
1F12E770,JP Ltd,Intercompany,Manufacturing,57675.65,EUR,1.142,65865.59,USD,2025-05-26,2025-07-23,4401
D40F1BA7,AU Pty,AR,HR,23195.5,CAD,0.7858,18227.02,USD,2025-05-11,2025-06-12,4234
121526C6,CA Corp,AR,Sales,11209.0,CNY,0.1412,1582.71,USD,2025-05-02,2025-05-23,4109
BEAAF49E,US Inc,AR,Sales,21088.62,CHF,1.0626,22408.77,USD,2025-06-19,2025-07-21,4832
76ACBE2D,JP Ltd,Intercompany,Finance,59154.07,CNY,0.1413,8358.47,USD,2025-06-19,2025-08-25,4980
0B01A406,AU Pty,AP,Finance,33574.87,CNY,0.1364,4579.61,USD,2025-06-19,2025-07-11,4366
7AB992E5,UK PLC,AP,Finance,7549.95,CHF,1.0694,8073.92,USD,2025-05-25,2025-06-17,4466
61F37860,JP Ltd,AP,R&D,17488.27,CHF,1.0908,19076.2,USD,2025-05-19,2025-06-26,4909
FC7EE95C,JP Ltd,Intercompany,Logistics,16721.57,EUR,1.1359,18994.03,USD,2025-05-24,2025-06-12,4499
223070F4,JP Ltd,AP,HR,128666.91,USD,1.0,128666.91,USD,2025-06-10,2025-09-04,4040
41CA914E,UK PLC,AP,R&D,38140.82,GBP,1.3204,50361.14,USD,2025-06-27,2025-07-27,4912
BAC38851,FR SAS,Intercompany,IT,45708.17,CAD,0.8148,37243.02,USD,2025-05-08,2025-06-05,4827
DCC4AB5B,FR SAS,AP,HR,35916.71,USD,1.0,35916.71,USD,2025-05-20,2025-07-17,4522
469D87FE,AU Pty,AR,Logistics,6787.46,CHF,1.1161,7575.48,USD,2025-05-28,2025-06-23,4068
F922846C,US Inc,AP,Logistics,35171.71,USD,1.0,35171.71,USD,2025-05-05,2025-06-19,4434
F7B8CA49,CA Corp,AR,Logistics,19235.62,CAD,0.8026,15438.51,USD,2025-06-26,2025-09-12,4796
123063AE,UK PLC,AR,IT,74359.2,USD,1.0,74359.2,USD,2025-05-22,2025-08-05,4242
2B50ED7B,UK PLC,Intercompany,Logistics,15003.31,CHF,1.0537,15808.99,USD,2025-06-24,2025-07-24,4734
EAE02F1C,UK PLC,Intercompany,Manufacturing,48561.91,AUD,0.6697,32521.91,USD,2025-06-19,2025-08-27,4554
552C2BD4,DE GmbH,AP,R&D,133454.07,CNY,0.1389,18536.77,USD,2025-06-19,2025-07-22,4247
90B282B2,FR SAS,Intercompany,R&D,9335.85,EUR,1.1021,10289.04,USD,2025-05-15,2025-08-07,4421
0589DE45,UK PLC,AR,HR,42790.28,CNY,0.1386,5930.73,USD,2025-05-20,2025-07-05,4245
CE20F76F,AU Pty,Intercompany,HR,11319.65,CHF,1.1366,12865.91,USD,2025-06-10,2025-07-11,4027
48F71571,DE GmbH,Intercompany,HR,31471.9,CAD,0.7466,23496.92,USD,2025-06-13,2025-07-29,4347
7AFC64D1,JP Ltd,AR,Manufacturing,2843.26,CHF,1.0813,3074.42,USD,2025-05-31,2025-08-09,4705
42B434F9,CA Corp,AR,IT,36185.99,CHF,1.1372,41150.71,USD,2025-06-01,2025-07-01,4834
813A6DBF,US Inc,AP,Finance,82617.27,CNY,0.1355,11194.64,USD,2025-05-24,2025-07-13,4368
CCF1650F,FR SAS,AR,R&D,12149.29,GBP,1.3242,16088.09,USD,2025-06-16,2025-08-17,4071
30CCC229,JP Ltd,AP,Manufacturing,67821.06,GBP,1.3011,88241.98,USD,2025-05-15,2025-07-09,4218
5A1D58BB,US Inc,AR,IT,32241.54,AUD,0.6818,21982.28,USD,2025-05-17,2025-08-09,4524
E55DE7A6,UK PLC,AR,Sales,26116.95,CHF,1.0986,28692.08,USD,2025-06-06,2025-08-09,4000
229F07B8,AU Pty,AR,IT,17890.41,EUR,1.0758,19246.5,USD,2025-05-16,2025-07-06,4040
